ISRC,Track,Artist,Release Date,Track Score,Spotify Streams,Spotify Playlist Count,Spotify Playlist Reach,Spotify Popularity,YouTube Views,YouTube Likes,TikTok Posts,TikTok Likes,TikTok Views,YouTube Playlist Reach,Explicit Track
QZWT32210000,Que Vuelvas,Carin Leon,2022-12-09,86.1,684853927.0,42893.0,25716699.0,73.0,547937715.0,1638787.0,1100030.0,91969060.0,1162186778.0,4235395.0,1
CBEFB2400006,Pretty Green Eyes (Sunset Ibiza Mix),KETTAMA,2024-06-14,85.9,,5.0,3277306.0,,,,,,,,0
USAT22219211,Just Wanna Rock,Lil Uzi Vert,2022-10-17,85.8,665519026.0,152193.0,67322941.0,68.0,187947945.0,2379515.0,1016531.0,606205784.0,5516142056.0,169512700.0,1
USUM72013632,Mood Swings (feat. Lil Tjay),Pop Smoke,2020-07-03,85.8,785016247.0,210669.0,32702397.0,70.0,654629596.0,5578060.0,1826673.0,141952709.0,976662212.0,56134858.0,1
USUYG1156898,Fuck Love (feat. Trippie Redd),XXXTENTACION,2017-08-25,85.6,1615274494.0,203617.0,35375009.0,79.0,515463883.0,6471385.0,59900.0,19736442.0,100843174.0,4528014.0,1
USUG12208598,Rich Flex,Drake,2022-11-04,85.5,812274757.0,185579.0,57165405.0,73.0,86053276.0,651228.0,317033.0,223409952.0,1834709832.0,41553113.0,1
USA2P2348391,Standing Next to You,Jung Kook,2023-11-03,85.5,675865902.0,23181.0,58344509.0,85.0,130563278.0,4183405.0,308567.0,111187858.0,628043802.0,2554205866.0,0
USUM71614484,Congratulations,Post Malone,2016-11-04,85.3,1984802459.0,246374.0,81736432.0,75.0,1790918527.0,11063672.0,955053.0,99916455.0,811673866.0,172345162.0,1
QZFPL2100100,Do It To It,ACRAZE,2021-08-20,85.2,805019111.0,238887.0,94531613.0,73.0,117678524.0,1540284.0,2600179.0,673283810.0,10369065597.0,116322631.0,0
USUM71921183,Tusa,KAROL G,2019-11-07,85.2,1497511486.0,157185.0,59187880.0,68.0,1816772749.0,12498062.0,1636079.0,39086388.0,414336041.0,458694827.0,0
USUM72013355,For The Night (feat. Lil Baby & DaBaby),Pop Smoke,2020-07-03,84.8,1119350842.0,272485.0,46626350.0,71.0,767399825.0,6283245.0,1312576.0,203661245.0,1505078331.0,68109096.0,1
QZS7J2331813,Good Good,USHER,2023-08-04,84.7,53825007.0,14742.0,9204769.0,59.0,83224436.0,607267.0,88131.0,6358930.0,89022964.0,250252884.0,1
QZTB92360479,Austin,Dasha,2023-11-17,84.6,273023490.0,17900.0,169190514.0,87.0,28916868.0,303426.0,744600.0,187163600.0,2850135008.0,448423212.0,1
USUG12301601,Search & Rescue,Drake,2023-04-07,84.6,337858357.0,96709.0,21646810.0,69.0,40938953.0,336819.0,106645.0,21329637.0,192701225.0,235007162.0,1
QM7282325573,TULUM,Peso Pluma,2023-06-28,84.6,390182196.0,36912.0,13688250.0,74.0,253468644.0,1103093.0,1096644.0,84875226.0,1391833232.0,51539597.0,1
GBAHS2100671,Shivers,Ed Sheeran,2020-01-01,84.4,1568058093.0,188855.0,77441110.0,77.0,683237554.0,4641763.0,389848.0,88427778.0,1292107474.0,4334606324.0,0
DGA0Q2357844,Coup du marteau,Tam Sir,2023-12-08,84.3,24933240.0,4241.0,2378348.0,,79219504.0,463646.0,1800000.0,44679343.0,687729852.0,641603777.0,0
USA2P2036916,Adderall (Corvette Corvette),Popp Hunna,2020-10-14,84.1,90383224.0,24868.0,4716437.0,45.0,29836991.0,627377.0,16892400.0,462872272.0,4082175492.0,1067.0,1
SGB502213458,Full Senyum Sayang,Evan Loss,2022-04-28,84.0,18296870.0,1967.0,400655.0,,108892433.0,699306.0,9893499.0,340731924.0,6334463728.0,15197.0,0
USQX92202129,Sunroof,Nicky Youre,2021-12-03,83.8,890752779.0,104690.0,38444734.0,79.0,169046580.0,1678946.0,621.0,47472.0,5807175.0,2854434834.0,0
QZFZ72309552,Watching Yourself Being Born,Blush Response,2023-04-04,83.7,,13.0,191.0,,918283411.0,1480549.0,,,,,0
USWL12300725,Los del Espacio,LIT killah,2023-06-01,83.3,373898429.0,53671.0,24287193.0,72.0,314467618.0,1775081.0,782114.0,148537760.0,1715842070.0,670200525.0,0
USUYG1198481,Taste (feat. Offset),Tyga,2018-05-16,83.1,1358105253.0,217189.0,31143734.0,69.0,1875005008.0,10236903.0,3833884.0,145706030.0,1981780200.0,526087000.0,1
USRC12200425,MAMIII,Becky G,2022-02-10,83.1,911797058.0,80109.0,53928265.0,74.0,628307968.0,4924401.0,1741513.0,267846050.0,3410691967.0,36403252.0,1
USUG12103651,Until I Found You,Stephen Sanchez,2021-09-01,83.0,1020452066.0,169696.0,52678003.0,73.0,385820349.0,4710732.0,796783.0,391999548.0,3320885451.0,3540186470.0,0
USRC12302756,exes,Tate McRae,2023-11-17,83.0,323100055.0,27272.0,33467589.0,,33501338.0,405965.0,319600.0,56188128.0,730969180.0,1646779233.0,1
QMRSZ1901446,Banana (feat. Shaggy),Conkarah,2019-08-16,82.7,27747363.0,9067.0,1365840.0,41.0,136028794.0,1352520.0,23206073.0,803136063.0,11797196743.0,11609501.0,0
USUM72212470,Stick Season,Noah Kahan,2022-07-08,82.6,965865213.0,113676.0,169323128.0,86.0,89431811.0,659870.0,82855.0,29406696.0,275016537.0,315685769.0,0
USRC12101120,Need To Know,Doja Cat,2021-06-11,82.5,1178076856.0,164743.0,42269625.0,71.0,507790705.0,6169368.0,734932.0,365523934.0,2422643413.0,2099921417.0,1
USUS12400227,kompa pasiï¿½,ýýýýýýýýýý,2024-04-12,82.5,29458027.0,2602.0,6588032.0,78.0,8529869.0,225779.0,439200.0,8820761.0,87680200.0,154517.0,0
MXF012200200,Quï¿½ï¿½ Ago,Yuridia,2022-10-20,82.5,394381902.0,22919.0,12262540.0,73.0,805683907.0,2076505.0,998663.0,48461089.0,847830213.0,14566260.0,0
USAT22204901,Last Last,Burna Boy,2022-05-12,82.4,410722289.0,130203.0,16877163.0,68.0,332556651.0,1906835.0,260214.0,93902403.0,1049244970.0,306416991.0,0
SGB502314277,Ngopi Maszeh,Happy Asmara,2023-01-29,82.2,8034198.0,756.0,174523.0,,32806412.0,130043.0,6698664.0,76927003.0,1953589891.0,,0
USUM72309854,500lbs,Lil Tecca,2023-07-21,82.1,350584176.0,79228.0,26972646.0,68.0,32342535.0,452857.0,638.0,1056379.0,11627298.0,277256864.0,1
USUG12104409,Knife Talk (with 21 Savage ft. Project Pat),Drake,2021-09-03,82.1,732652170.0,217189.0,35225322.0,72.0,247680355.0,2184804.0,264300.0,95344150.0,711702658.0,379789269.0,1
SGB502248062,BILLIE EILISH.,Armani White,2022-05-19,82.0,359416593.0,91114.0,29730236.0,64.0,116400996.0,2127918.0,4530098.0,885538360.0,10488403602.0,74794888.0,1
JPP302300157,ýýýýýýýýýýýý,YOASOBI,2023-04-12,81.8,356559943.0,47785.0,12078942.0,69.0,490408465.0,4295510.0,504800.0,162429655.0,1871819472.0,1227624888.0,0
USUM72401990,Lï¿½ï¿½ï¿½AMOUR DE ,Billie Eilish,2024-05-17,81.6,84575291.0,5186.0,51449432.0,85.0,11080040.0,346121.0,137.0,,,3541236.0,0
USUG12300821,Thinkinï¿½ï¿½ï¿½ B,Morgan Wallen,2023-03-03,81.5,406319778.0,42283.0,16439412.0,80.0,84066193.0,368256.0,117408.0,7626726.0,99492470.0,606650627.0,0
QZ9QQ2400185,Madonna,Natanael Cano,2024-03-08,81.3,272838329.0,7265.0,54631978.0,85.0,105675950.0,806116.0,,150848.0,2099500.0,126527485.0,1
USUG12101240,deja vu,Olivia Rodrigo,2021-04-01,81.3,1606975517.0,172376.0,64346126.0,80.0,638102695.0,7847239.0,1210842.0,534102475.0,3758269019.0,2265662637.0,1
ES40B2200055,6. A.M.,Azul,2022-10-07,81.1,1186.0,5.0,30.0,,1231300374.0,3158558.0,,,,248653921.0,0
USUG12400966,CONTIGO (with Tiï¿½ï¿½,KAROL G,2024-02-15,81.0,162165853.0,10306.0,87901542.0,85.0,93106341.0,1394962.0,,,,1916097608.0,0
SGB502370315,Sequï¿½ï¿½ncia da,TRASHXRL,2023-05-08,80.8,148630357.0,22962.0,19586200.0,33.0,61652249.0,723007.0,3757654.0,145382546.0,2299851479.0,1136738.0,1
USUM72401993,WILDFLOWER,Billie Eilish,2024-05-17,80.8,100838516.0,5188.0,50795354.0,87.0,6390843.0,134606.0,253.0,,,934654.0,0
ZZOPM2237319,Doja,Central Cee,2022-07-21,80.5,676519766.0,192241.0,57503569.0,74.0,201326163.0,3061387.0,492679.0,411670410.0,3919404141.0,279634941.0,1
KRA401900005,Kill This Love,BLACKPINK,2019-04-04,80.4,820840650.0,63934.0,18843601.0,67.0,2920436498.0,40314889.0,1738066.0,182304244.0,1616215054.0,269811977.0,0
TRAUR2400004,Lan,Zeynep Bastï¿½,2024-03-08,80.3,81246715.0,4073.0,6852706.0,72.0,146249969.0,590112.0,,,,88179577.0,0
USUG12401967,"Good Luck, Babe!",Chappell Roan,2024-04-05,80.2,176290078.0,13470.0,157502211.0,87.0,6018651.0,140562.0,61889.0,45660069.0,263955300.0,17447092.0,0
USAT21802011,Sweet but Psycho,Ava Max,2018-08-17,80.1,1668741024.0,174052.0,42966784.0,76.0,1254501233.0,9554049.0,5371543.0,206785018.0,2733847243.0,2008056455.0,0
QMDA62203322,Hey Mor,Ozuna,2022-10-06,80.1,986132265.0,97956.0,68983561.0,76.0,383748675.0,1303919.0,793798.0,154969251.0,2145975300.0,45000407.0,0
GB3CE2200004,Ferrari,James Hype,2022-03-15,80.1,626010147.0,185422.0,78359363.0,74.0,202193289.0,1277287.0,88909.0,20233025.0,368044894.0,877635000.0,0
USUYG1221109,Falling,Trevor Daniel,2018-10-05,80.0,1606023895.0,225643.0,32822629.0,71.0,1151842584.0,15653870.0,6047796.0,914937622.0,8742744684.0,529839674.0,0
USUM72019412,positions,Ariana Grande,2020-10-23,80.0,1432830108.0,139215.0,53934095.0,74.0,778340255.0,10401273.0,1268910.0,254276140.0,1984520688.0,1958337600.0,1
BEHP42100067,Where Are You Now,Lost Frequencies,2021-07-30,79.9,1223329465.0,211823.0,114773091.0,74.0,214359669.0,1467163.0,308286.0,25459624.0,413908070.0,1857452555.0,0
USUM72402905,Amor Prohibido - Remasterizado 2024/30th Anniversary,Selena,2024-03-22,79.9,302177116.0,34.0,224573.0,,,,,,,,0
USUG12000658,Save Your Tears,The Weeknd,2020-03-20,79.9,1995511952.0,304456.0,63126296.0,80.0,365257705.0,2699016.0,415050.0,137726738.0,1154403769.0,327.0,1
USUM72105936,Happier Than Ever,Billie Eilish,2021-07-30,79.9,1321878145.0,189487.0,51228803.0,78.0,530778926.0,8470860.0,570442.0,358879639.0,2295813182.0,1152917073.0,1
GBARL1600460,This Is What You Came For,Calvin Harris,2016-04-29,79.8,1746790923.0,204049.0,117171040.0,79.0,3084719501.0,13411706.0,2176881.0,17649503.0,137718139.0,276177209.0,0
QM6P41952433,China,Anuel AA,2019-07-19,79.5,1178076574.0,137559.0,58323638.0,68.0,2324673715.0,9851235.0,386741.0,15484682.0,146747450.0,300548195.0,0
USWD11366376,"Let It Go - From ""Frozen""/Soundtrack Version",Idina Menzel,2013-01-01,79.5,759374819.0,64239.0,27371339.0,69.0,4168791151.0,11589558.0,837092.0,81957005.0,966469545.0,93296828.0,0
USUG11800209,Moonlight,XXXTENTACION,2018-03-16,79.5,1885431727.0,241112.0,41330643.0,77.0,1607650475.0,24201486.0,275009.0,36219008.0,300772720.0,160456727.0,1
USUM72404993,I Had Some Help (feat. Morgan Wallen),Post Malone,2024-05-10,79.4,250080413.0,2711.0,4839848.0,,,,,,,,0
USA2P2402103,Smart,LE SSERAFIM,2024-02-19,79.3,159256689.0,6829.0,20291074.0,74.0,130698280.0,1872592.0,170200.0,234770546.0,2059824051.0,495137217.0,0
USAT21602948,That's What I Like,Bruno Mars,2016-11-17,79.3,2075459887.0,209632.0,84707015.0,80.0,2696139998.0,17077084.0,604526.0,100008149.0,704916578.0,408244698.0,0
QZTVM2210964,Commando,Mavokali,2022-09-28,78.6,21667023.0,9105.0,1266295.0,,48246851.0,435329.0,7444200.0,251304348.0,5361829317.0,,0
CYA112000624,The Business,Tiï¿½ï¿,2020-09-16,78.3,1191635193.0,255697.0,78272032.0,70.0,539885283.0,4027102.0,777092.0,73955191.0,1435552956.0,462516169.0,0
GBCEN1900047,Ride It,Regard,2019-07-26,78.2,1349427877.0,220002.0,106549747.0,76.0,564022753.0,3884141.0,3646762.0,362781709.0,5118900832.0,49285616.0,0
NLRD52339318,Mwaki,Zerb,2023-09-27,77.9,121234000.0,36468.0,76765385.0,42.0,78160610.0,806269.0,118600.0,20204903.0,395342206.0,303381336.0,0
USUM72019324,BICHOTA,KAROL G,2020-10-23,77.8,868091483.0,86379.0,31261057.0,64.0,1591945481.0,7916193.0,1586770.0,101362709.0,1153849236.0,172943996.0,1
FRX282477628,Renklensin,Reynmen,2024-04-19,77.8,54940563.0,2630.0,6589111.0,75.0,77507185.0,547375.0,,,,11444478.0,0
CA5KR2466578,Bad idea,Kurochuu,2024-06-09,77.6,86203995.0,2.0,2190.0,1.0,,,,,,,0
AUWA02201495,writhe,daine,2023-02-21,77.6,,163.0,6893.0,15.0,915870602.0,2980959.0,12.0,8960.0,91112.0,26629501.0,0
USUG11500737,The Hills,The Weeknd,2015-05-27,77.5,2306740926.0,333310.0,91689799.0,80.0,2404495013.0,15819333.0,1064662.0,140355034.0,1174129136.0,297672687.0,1
USA2P2330092,Seven (feat. Latto) (Clean Ver.),Jung Kook,2023-07-14,77.4,1673557134.0,15863.0,14237841.0,72.0,,,1500000.0,104700560.0,1092175292.0,,0
USUM72401995,SKINNY,Billie Eilish,2024-05-17,77.3,77212437.0,4083.0,13850203.0,84.0,7658766.0,246884.0,472.0,301528.0,1423956.0,934654.0,0
USQX92201764,Te Felicito,Shakira,2022-04-21,77.0,719593291.0,74269.0,37254627.0,67.0,719244041.0,4424400.0,826261.0,159735614.0,2594106000.0,455293047.0,0
USDXS2303230,Que Onda,Calle 24,2023-08-30,76.9,642548537.0,36781.0,21579429.0,81.0,227994801.0,335112.0,205583.0,41258724.0,499670882.0,92125885.0,1
NLZ542301810,Stumblin' In,CYRIL,2023-11-10,76.9,180784576.0,22208.0,150873146.0,83.0,29260192.0,247757.0,91700.0,2012224.0,61731912.0,320584411.0,0
USUYG1543926,A Bar Song (Tipsy),Shaboozey,2024-04-12,76.8,311928522.0,1668.0,4447700.0,23.0,,,,,,,0
USSM12208809,STAR WALKIN' (League of Legends Worlds Anthem),Lil Nas X,2022-09-22,76.6,428164381.0,80340.0,18339674.0,68.0,138760138.0,1465825.0,61144.0,40889470.0,419346148.0,99649191.0,1
USSD12100779,Desesperados,Rauw Alejandro,2021-12-10,76.6,1021480638.0,119558.0,50631491.0,78.0,722946861.0,3591807.0,793105.0,186008455.0,2153526389.0,815766418.0,1
UYB282401001,"Young Miko: Bzrp Music Sessions, Vol. 58",Bizarrap,2024-01-10,76.6,224033701.0,20266.0,25455662.0,,138348246.0,2036793.0,,1407028.0,22394778.0,1429170590.0,0
USUM71410340,Sugar,Maroon 5,2014-08-29,76.6,1838092894.0,186038.0,69903249.0,75.0,4151880976.0,16983201.0,234084.0,29492228.0,406531709.0,1795021430.0,1
QZLL92480334,I DONï¿½ï¿½ï¿½T WANNA DO THIS A,Juliï¿½ï¿½n Kh,2024-03-18,76.5,564444844.0,5.0,20.0,,,,,,,,1
USUM72315072,Igual Que Un ï¿½ï¿½ngel (with Peso Pl,Kali Uchis,2024-01-12,76.3,263568994.0,17285.0,38697311.0,,113081188.0,1249785.0,,1411800.0,11612300.0,1344542728.0,0
INY092300003,"Jhoome Jo Pathaan (From ""Pathaan"") [Arabic Version]",Abd El Fattah Grini,2023-01-14,76.2,1993244.0,245.0,79264.0,28.0,944088313.0,6351302.0,,,,1464736.0,0
USSM11902498,Old Town Road - Remix,Lil Nas X,2019-04-05,76.2,1527106099.0,186252.0,34012219.0,68.0,11512.0,171.0,4203166.0,55379491.0,478304071.0,,0
QMZSY1600015,Let Me Love You,DJ Snake,2016-08-05,76.2,2147028486.0,205482.0,89333146.0,80.0,2457588032.0,18290642.0,4116973.0,49564235.0,528988791.0,1945612445.0,0
USWL12100576,Envolver,Anitta,2021-11-11,76.2,635241142.0,77669.0,44546385.0,65.0,836072339.0,4909216.0,2101465.0,699278513.0,9427647770.0,1434107266.0,0
FRDDV2200780,Oublie-moi,Emkal,2022-09-16,76.0,17992999.0,11288.0,327900.0,42.0,58383075.0,502081.0,7146060.0,118925740.0,2858109417.0,34801360.0,1
RUA1D2459522,Malohat,Xamdam Sobirov,2024-04-20,75.9,75486.0,13.0,3242.0,,95889492.0,442331.0,,,,,0
USA2P2415975,MAESTRO,SEVENTEEN,2024-04-29,75.7,35244286.0,1629.0,14912783.0,75.0,70452629.0,1873655.0,,18636812.0,90497430.0,5822984.0,0
QM7282306253,NUEVA VIDA,Peso Pluma,2023-06-22,75.6,253464894.0,22779.0,10733622.0,76.0,191499043.0,634671.0,1755500.0,61572969.0,708437568.0,534279807.0,1
USRC12000832,you broke me first,Tate McRae,2020-04-17,75.6,1439465700.0,169076.0,47204234.0,77.0,706284693.0,7820244.0,880567.0,188771287.0,1383885042.0,947613259.0,1
USAT21701747,Relationship (feat. Future),Young Thug,2017-06-16,75.5,458957128.0,89812.0,13215590.0,61.0,47166510.0,482132.0,28665700.0,112444345.0,1069735982.0,9528686.0,1
ITB001700846,Beggin',Mï¿½ï¿½ne,2017-12-08,75.4,1601293263.0,358760.0,75186063.0,79.0,424132504.0,4191200.0,7717647.0,1765938944.0,18153723096.0,1718450782.0,0
USWB12401896,Faint,Linkin Park,2024-04-12,75.4,670009914.0,3.0,81.0,,,,,,,,0
FRD9M2300690,Pretty - Sped Up,MEYY,2023-06-07,75.4,1867282.0,498.0,521031.0,40.0,485422.0,12137.0,4300000.0,99212673.0,1267424672.0,,0
USSD12000190,Hawï¿½,Maluma,2020-07-29,75.3,1289186767.0,123303.0,48973048.0,73.0,1464055196.0,7754280.0,729784.0,9309533.0,131926571.0,371508169.0,0
USWL12302952,LA FALDA,Myke Towers,2023-11-22,75.3,367399860.0,29235.0,106808249.0,82.0,104584293.0,726526.0,,1146.0,14800.0,1109634551.0,1
QZS7J2359132,act ii: date @ 8,4batz,2023-12-07,75.3,153364964.0,29300.0,15208678.0,,32239845.0,576013.0,534000.0,88331091.0,749015170.0,34306328.0,1
GB2LD1800949,Cradles,Sub Urban,2019-01-04,75.2,737097685.0,155765.0,20317539.0,68.0,1098942075.0,19179674.0,6010728.0,735932695.0,8841517566.0,56344836.0,0
RUB421901499,Roses - Imanbek Remix,SAINt JHN,2019-05-04,75.2,1927961994.0,323997.0,86092004.0,72.0,320969468.0,3572454.0,399114.0,47716560.0,525749281.0,319370580.0,1
USRC12302900,Angel Numbers / Ten Toes,Chris Brown,2023-11-10,75.1,179565178.0,40225.0,15526253.0,75.0,41976731.0,479163.0,273400.0,36593416.0,451763725.0,514925755.0,1
USRC12303379,Never Lose Me,Flo Milli,2023-11-30,75.1,278132516.0,23580.0,70573006.0,,11587186.0,210504.0,1200000.0,201891712.0,1434396157.0,381728.0,1
BK4DA2319233,Reggaeton Champagne,Bellakath,2023-10-05,75.1,224429894.0,17159.0,11316048.0,,250897173.0,2121068.0,545900.0,64561650.0,456323777.0,911150246.0,1
QZES82406061,MASHA ULTRAFUNK,HISTED,2024-03-08,74.9,32435333.0,2141.0,18509359.0,76.0,57665106.0,1285063.0,550000.0,83742600.0,1059880600.0,5353152.0,0
USRC11902743,Under The Influence,Chris Brown,2019-10-04,74.9,1249760413.0,202465.0,56664631.0,79.0,699931779.0,6139127.0,1107358.0,252070540.0,2436202278.0,257447653.0,1
USAT22007153,Life Goes On,Oliver Tree,2020-07-17,74.8,568230113.0,142225.0,16247309.0,68.0,531872316.0,9887683.0,8041280.0,1122403923.0,11938256726.0,2159219012.0,0
USUM72402913,Si Una Vez (Remasterizado 2024/30th Anniversary),Selena,2024-03-22,74.7,212272036.0,13.0,76963.0,,,,,,,,0
KRA402300048,BATTER UP,BABYMONSTER,2023-11-27,74.5,121497542.0,6748.0,14377499.0,80.0,307571207.0,3994160.0,,16093695.0,136260517.0,2556572213.0,0
QM6N22466972,SI NO ES CONTIGO,Cris Mj,2024-05-23,74.5,45287928.0,2099.0,98932469.0,81.0,17850177.0,358428.0,,,,145759995.0,1
USUG12208787,Trance (with Travis Scott & Young Thug),Metro Boomin,2022-12-02,74.4,637325281.0,142076.0,31958929.0,79.0,25776208.0,246133.0,12122.0,7811781.0,58477615.0,145379.0,1
USWB12201797,Rock and A Hard Place,Bailey Zimmerman,2022-06-10,74.4,412845771.0,59749.0,11166198.0,73.0,215094924.0,1522549.0,203904.0,80427947.0,777869891.0,506206031.0,0
USUG12305564,obsessed,Olivia Rodrigo,2024-03-22,74.4,129968407.0,6621.0,69045774.0,,16165402.0,604952.0,,,,156978440.0,1
USUM72402448,Eyes Closed,Imagine Dragons,2024-04-03,74.2,51224852.0,5159.0,33795310.0,,30060301.0,670497.0,,,,209984783.0,0
USUM72403374,Wanna Be,GloRilla,2024-04-03,74.1,66836198.0,4228.0,57383746.0,77.0,43174948.0,552134.0,,,,130569102.0,1
USQX91600011,Don't Let Me Down,The Chainsmokers,2016-01-01,74.1,1888829482.0,206507.0,80884955.0,76.0,2813990127.0,18577555.0,1564955.0,439675389.0,6097870496.0,366325473.0,0
KRA401800096,DDU-DU DDU-DU,BLACKPINK,2018-06-15,74.0,701726499.0,51129.0,14859569.0,65.0,3435321800.0,41630558.0,798667.0,73741892.0,683794564.0,265722945.0,0
GBUM72005748,telepatï¿½,Kali Uchis,2020-11-18,73.9,1151629030.0,201783.0,55679157.0,77.0,456651608.0,6111089.0,1448920.0,467181048.0,3401301248.0,244384379.0,0
SEUM71301326,Wake Me Up,Avicii,2013-01-01,73.7,2325017580.0,347004.0,112575684.0,81.0,3214634614.0,17924466.0,349966.0,33433988.0,360378218.0,351953763.0,0
FR9W12347222,Overdrive (feat. Norma Jean Martine),Ofenbach,2023-10-06,73.6,232417498.0,20983.0,96389865.0,80.0,59799293.0,367721.0,38115.0,1152032.0,61820477.0,1975097262.0,0
USUM72305143,Chulo pt.2,Bad Gyal,2023-06-22,73.6,318567928.0,42351.0,29908589.0,69.0,313180496.0,1792729.0,263600.0,102425830.0,797526303.0,511333068.0,1
USUG11800651,All Girls Are The Same,Juice WRLD,2018-04-13,73.5,1615353665.0,219797.0,40289611.0,76.0,130721152.0,1378012.0,329183.0,40216565.0,294545167.0,32.0,1
DEE862300564,Push Up - Main Edit,Creeds,2023-03-31,73.4,274229438.0,81319.0,88956153.0,77.0,22545691.0,353908.0,2001804.0,84624881.0,1182280724.0,,0
USAT21906943,Kings & Queens,Ava Max,2020-03-12,73.4,955439608.0,130031.0,24897061.0,73.0,627987518.0,6208902.0,2483437.0,192674077.0,2036664297.0,2083362305.0,0
USSM11912588,Adore You,Harry Styles,2019-12-06,73.2,1670164200.0,171120.0,93127826.0,78.0,721445001.0,8290855.0,381926.0,125662413.0,805399161.0,1840306341.0,0
USSM11904276,HIGHEST IN THE ROOM,Travis Scott,2019-10-04,73.2,1625149693.0,304394.0,58905241.0,78.0,925241514.0,9308268.0,164816.0,74049746.0,713021988.0,179905608.0,1
GBARL2300322,UNAVAILABLE (feat. Musa Keys),Davido,2023-03-30,73.2,155390490.0,51032.0,16505336.0,68.0,135400007.0,1021624.0,1871311.0,80258156.0,1043240094.0,42080992.0,1
QM24S2402634,Million Dollar Baby (Vhs),Tommy Richman,2024-04-26,73.1,48720820.0,5049.0,856394.0,2.0,,,,,,,0
USUG11802029,"Taki Taki (feat. Selena Gomez, Ozuna & Cardi B)",DJ Snake,2018-09-28,73.0,1570233605.0,37830.0,10568342.0,65.0,2737562687.0,21758603.0,,2454022.0,40964161.0,706226678.0,1
INS182302348,"Chaleya (From ""Jawan"")",Anirudh Ravichander,2023-08-14,73.0,334578317.0,18958.0,16311735.0,70.0,396928355.0,3264045.0,,,,936001433.0,0
QZNMY2232113,Dreamers [Music from the FIFA World Cup Qatar 2022 Official Soundtrack],Jung Kook,2022-11-20,73.0,419016792.0,24878.0,16888060.0,42.0,299024405.0,6706233.0,3400000.0,417635777.0,5766443841.0,130833442.0,0
USWL12401327,ADIVINO,Myke Towers,2024-04-25,72.9,118631919.0,11425.0,115304111.0,84.0,6595595.0,105964.0,,,,5565254.0,1
BKF5C2400003,THE BOX MEDLEY FUNK 2,THE BOX,2024-04-18,72.8,51390127.0,3010.0,33303786.0,78.0,72074397.0,726118.0,,,,,0
USUG11901472,Cruel Summer,Taylor Swift,2019-08-23,72.8,2188247133.0,121479.0,201964859.0,88.0,342388433.0,2291619.0,3233521.0,465904062.0,4967025679.0,822448758.0,0
USUM72402906,No Me Queda Mï¿½ï¿½s (Remasterizado 2024/30th Annivers,Selena,2024-03-22,72.7,171242868.0,15.0,78253.0,,,,,,,,0
USUM72401623,Breathe,Yeat,2024-02-16,72.7,131100973.0,16735.0,42444393.0,,4756180.0,146148.0,,,,1563442.0,1
USSM11703478,Unforgettable,French Montana,2017-01-01,72.6,2065697126.0,275044.0,91691537.0,82.0,2173793028.0,11604315.0,133949.0,68712610.0,631867114.0,402513671.0,1
USA2P2402101,EASY,LE SSERAFIM,2024-02-19,72.4,141803939.0,7192.0,20908017.0,78.0,139498636.0,1771124.0,,12990521.0,80625682.0,1978716840.0,0
UYB282301034,"Peso Pluma: Bzrp Music Sessions, Vol. 55",Bizarrap,2023-05-31,72.2,434019386.0,47202.0,14298402.0,70.0,350630590.0,4153653.0,,,,1145717172.0,1
DEE861701287,Faded,Benjamin Richter,2017-07-28,72.0,120162.0,24.0,5642.0,,4542997940.0,34925612.0,43.0,3192.0,38402.0,586824929.0,0
US5TA2400074,Lose My Breath (Feat. Charlie Puth),Stray Kids,2024-05-10,72.0,29994527.0,1665.0,25533535.0,57.0,39678645.0,1520092.0,38704.0,1533045.0,5347400.0,35590514.0,0
QM6N21999015,ýýýýýýýýýý ýýýýýýýýýýýý,ALEX&RUS,2019-07-03,71.9,52830200.0,14893.0,1344212.0,41.0,263688786.0,1760965.0,19100000.0,295333807.0,5821447553.0,,0
DEEC33501508,Move,Adam Port,2024-06-07,71.9,5917083.0,1348.0,19711644.0,67.0,1541922.0,39879.0,21800.0,4700915.0,53279473.0,,0
USSM11904899,F.N,Lil Tjay,2019-08-09,71.7,731933924.0,186835.0,18420557.0,70.0,534384489.0,4951977.0,393517.0,18913500.0,173278256.0,7568168.0,1
DEE861600586,Say You Won't Let Go,James Arthur,2016-09-09,71.5,2830962669.0,233504.0,128647419.0,82.0,2083619058.0,11898213.0,1750319.0,96711415.0,792720612.0,1446089800.0,0
USCJY1431309,Blank Space,Taylor Swift,2014-01-01,71.5,1829733410.0,157465.0,49558504.0,76.0,3624778617.0,16916871.0,104685.0,38075232.0,346032878.0,1811140554.0,0
USUM71710831,Girls Like You,Maroon 5,2017-11-03,71.4,399689964.0,43481.0,8855966.0,63.0,3623407739.0,21725999.0,597.0,589841.0,6559308.0,2200700275.0,1
USUM71703085,HUMBLE.,Kendrick Lamar,2017-03-31,71.4,2226869580.0,311766.0,77191099.0,80.0,1281355260.0,11551257.0,1180701.0,90304316.0,769720113.0,209307607.0,1
DEUM72204717,Forget Me,Lewis Capaldi,2022-09-09,71.4,343556188.0,53783.0,14916823.0,69.0,78559130.0,611379.0,30806.0,18533179.0,268283723.0,350881548.0,0
FR9W12228852,Sabka Malik Ek,Dada Black Sheep,2022-08-12,71.3,2754.0,22.0,441.0,,1197426502.0,,,,,,0
